Years,Country,HappinessRank,HappinessScore,Economy,Family,Health,Freedom,Generosity,Trust,DystopiaResidual,CountryCode,Region,IncomeGroup,OECD
2016,cyprus,69,5.55,1.32,0.71,0.85,0.3,0.28,0.05,2.04,CYP,Europe & Central Asia,High income,0
2016,czech republic,27,6.6,1.31,1.01,0.76,0.41,0.1,0.04,2.96,CZE,Europe & Central Asia,High income,1
2016,germany,16,6.99,1.45,1.1,0.81,0.53,0.3,0.29,2.51,DEU,Europe & Central Asia,High income,1
2016,denmark,1,7.53,1.44,1.16,0.8,0.58,0.36,0.44,2.74,DNK,Europe & Central Asia,High income,1
2016,dominican republic,89,5.16,1.03,0.99,0.58,0.52,0.21,0.12,1.7,DOM,Latin America & Caribbean,Upper middle income,0
2016,algeria,38,6.36,1.05,0.83,0.62,0.21,0.07,0.16,3.41,DZA,Middle East & North Africa,Upper middle income,0
2016,ecuador,51,5.98,0.97,0.86,0.69,0.4,0.1,0.18,2.77,ECU,Latin America & Caribbean,Upper middle income,0
2016,egypt,120,4.36,0.95,0.5,0.52,0.19,0.13,0.1,1.97,EGY,Middle East & North Africa,Lower middle income,0
2016,spain,37,6.36,1.34,1.13,0.88,0.38,0.18,0.06,2.4,ESP,Europe & Central Asia,High income,1
2016,estonia,72,5.52,1.28,1.05,0.68,0.42,0.08,0.19,1.82,EST,Europe & Central Asia,High income,1
2016,ethiopia,115,4.51,0.29,0.38,0.35,0.37,0.3,0.17,2.66,ETH,Sub-Saharan Africa,Low income,0
2016,finland,5,7.41,1.41,1.13,0.81,0.57,0.25,0.41,2.83,FIN,Europe & Central Asia,High income,1
2016,france,32,6.48,1.39,1.01,0.84,0.47,0.12,0.18,2.47,FRA,Europe & Central Asia,High income,1
2016,gabon,134,4.12,1.16,0.72,0.35,0.28,0.06,0.09,1.45,GAB,Sub-Saharan Africa,Upper middle income,0
2016,united kingdom,23,6.73,1.4,1.09,0.81,0.5,0.5,0.27,2.15,GBR,Europe & Central Asia,High income,1
2016,georgia,126,4.25,0.84,0.19,0.64,0.32,0.07,0.32,1.87,GEO,Europe & Central Asia,Upper middle income,0
2016,ghana,124,4.28,0.63,0.49,0.3,0.41,0.21,0.03,2.2,GHA,Sub-Saharan Africa,Lower middle income,0
2016,guinea,151,3.61,0.22,0.31,0.19,0.31,0.3,0.12,2.16,GIN,Sub-Saharan Africa,Low income,0
2016,greece,99,5.03,1.25,0.75,0.8,0.06,0.0,0.04,2.13,GRC,Europe & Central Asia,High income,1
2016,guatemala,39,6.32,0.83,0.87,0.54,0.5,0.29,0.09,3.2,GTM,Latin America & Caribbean,Upper middle income,0
2016,"hong kong sar, china",75,5.46,1.51,0.87,0.95,0.48,0.4,0.32,0.93,HKG,East Asia & Pacific,High income,0
2016,honduras,104,4.87,0.69,0.76,0.58,0.27,0.2,0.07,2.3,HND,Latin America & Caribbean,Lower middle income,0
2016,croatia,74,5.49,1.19,0.61,0.71,0.24,0.18,0.04,2.52,HRV,Europe & Central Asia,High income,0
2016,haiti,136,4.03,0.34,0.3,0.27,0.12,0.48,0.14,2.37,HTI,Latin America & Caribbean,Low income,0
2016,hungary,91,5.15,1.24,0.93,0.68,0.2,0.1,0.04,1.95,HUN,Europe & Central Asia,High income,1
2016,indonesia,79,5.31,0.95,0.88,0.49,0.39,0.57,0.0,2.03,IDN,East Asia & Pacific,Lower middle income,0
2016,india,118,4.4,0.74,0.29,0.45,0.4,0.25,0.09,2.18,IND,South Asia,Lower middle income,0
2016,ireland,19,6.91,1.48,1.16,0.81,0.54,0.45,0.3,2.16,IRL,Europe & Central Asia,High income,1
2016,iran,105,4.81,1.12,0.39,0.64,0.23,0.39,0.06,2.0,IRN,Middle East & North Africa,Upper middle income,0
2016,iraq,112,4.58,1.07,0.59,0.51,0.25,0.2,0.14,1.82,IRQ,Middle East & North Africa,Upper middle income,0
2016,iceland,3,7.5,1.43,1.18,0.87,0.57,0.48,0.15,2.83,ISL,Europe & Central Asia,High income,0
2016,israel,11,7.27,1.34,1.0,0.85,0.36,0.32,0.09,3.31,ISR,Middle East & North Africa,High income,1
2016,italy,50,5.98,1.35,1.04,0.85,0.19,0.17,0.03,2.35,ITA,Europe & Central Asia,High income,1
2016,jamaica,73,5.51,0.89,0.96,0.59,0.44,0.22,0.04,2.36,JAM,Latin America & Caribbean,Upper middle income,0
2016,jordan,80,5.3,1.0,0.86,0.61,0.36,0.14,0.13,2.2,JOR,Middle East & North Africa,Upper middle income,0
2016,japan,53,5.92,1.38,1.06,0.91,0.47,0.1,0.19,1.81,JPN,East Asia & Pacific,High income,1
2016,kazakhstan,54,5.92,1.23,0.96,0.57,0.41,0.15,0.11,2.49,KAZ,Europe & Central Asia,Upper middle income,0
2016,kenya,122,4.36,0.52,0.76,0.3,0.41,0.41,0.07,1.88,KEN,Sub-Saharan Africa,Lower middle income,0
2016,kyrgyz republic,85,5.19,0.56,0.95,0.55,0.4,0.38,0.05,2.28,KGZ,Europe & Central Asia,Lower middle income,0
2016,cambodia,140,3.91,0.56,0.54,0.42,0.59,0.4,0.08,1.32,KHM,East Asia & Pacific,Lower middle income,0
2016,korea,57,5.84,1.36,0.72,0.89,0.25,0.19,0.08,2.35,KOR,East Asia & Pacific,High income,1
2016,kuwait,41,6.24,1.62,0.88,0.64,0.43,0.16,0.24,2.28,KWT,Middle East & North Africa,High income,0
2016,lao pdr,102,4.88,0.68,0.55,0.38,0.52,0.43,0.22,2.09,LAO,East Asia & Pacific,Lower middle income,0
2016,lebanon,93,5.13,1.12,0.64,0.76,0.26,0.24,0.03,2.07,LBN,Middle East & North Africa,Upper middle income,0
2016,liberia,150,3.62,0.11,0.5,0.23,0.26,0.24,0.05,2.23,LBR,Sub-Saharan Africa,Low income,0
2016,libya,67,5.62,1.07,0.95,0.52,0.41,0.17,0.1,2.39,LBY,Middle East & North Africa,Upper middle income,0
2016,sri lanka,117,4.42,0.97,0.85,0.62,0.51,0.47,0.08,0.92,LKA,South Asia,Upper middle income,0
2016,lithuania,60,5.81,1.27,1.06,0.65,0.19,0.02,0.02,2.61,LTU,Europe & Central Asia,High income,1
2016,luxembourg,20,6.87,1.7,1.04,0.85,0.55,0.28,0.35,2.11,LUX,Europe & Central Asia,High income,1
2016,latvia,68,5.56,1.22,0.95,0.64,0.28,0.17,0.09,2.21,LVA,Europe & Central Asia,High income,1
2016,morocco,90,5.15,0.84,0.39,0.59,0.26,0.04,0.08,2.95,MAR,Middle East & North Africa,Lower middle income,0
2016,moldova,55,5.9,0.69,0.83,0.52,0.25,0.2,0.02,3.38,MDA,Europe & Central Asia,Lower middle income,0
2016,madagascar,148,3.7,0.28,0.46,0.37,0.14,0.22,0.08,2.15,MDG,Sub-Saharan Africa,Low income,0
2016,mexico,21,6.78,1.12,0.71,0.71,0.38,0.12,0.18,3.56,MEX,Latin America & Caribbean,Upper middle income,1
2016,north macedonia,95,5.12,1.02,0.78,0.65,0.28,0.24,0.07,2.09,MKD,Europe & Central Asia,Upper middle income,0
2016,mali,135,4.07,0.31,0.86,0.16,0.28,0.21,0.14,2.11,MLI,Sub-Saharan Africa,Low income,0
2016,malta,30,6.49,1.31,1.1,0.8,0.55,0.56,0.18,1.99,MLT,Middle East & North Africa,High income,0
2016,myanmar,119,4.4,0.34,0.7,0.4,0.43,0.82,0.2,1.51,MMR,East Asia & Pacific,Lower middle income,0
2016,montenegro,88,5.16,1.08,0.74,0.64,0.15,0.17,0.13,2.26,MNE,Europe & Central Asia,Upper middle income,0
2016,mongolia,101,4.91,0.99,1.09,0.55,0.36,0.35,0.03,1.54,MNG,East Asia & Pacific,Lower middle income,0
2016,mauritania,130,4.2,0.61,0.84,0.29,0.13,0.23,0.18,1.93,MRT,Sub-Saharan Africa,Lower middle income,0
2016,mauritius,66,5.65,1.14,0.76,0.66,0.46,0.37,0.05,2.2,MUS,Sub-Saharan Africa,Upper middle income,0
2016,malawi,132,4.16,0.09,0.15,0.29,0.41,0.31,0.08,2.83,MWI,Sub-Saharan Africa,Low income,0
2016,malaysia,47,6.01,1.25,0.88,0.62,0.39,0.41,0.09,2.35,MYS,East Asia & Pacific,Upper middle income,0
2016,namibia,113,4.57,0.93,0.7,0.35,0.49,0.08,0.1,1.92,NAM,Sub-Saharan Africa,Upper middle income,0
2016,niger,142,3.86,0.13,0.61,0.26,0.38,0.21,0.17,2.09,NER,Sub-Saharan Africa,Low income,0
2016,nigeria,103,4.88,0.75,0.64,0.05,0.28,0.23,0.03,2.89,NGA,Sub-Saharan Africa,Lower middle income,0
2016,nicaragua,48,5.99,0.69,0.9,0.65,0.47,0.3,0.16,2.82,NIC,Latin America & Caribbean,Lower middle income,0
2016,netherlands,7,7.34,1.46,1.03,0.81,0.55,0.47,0.3,2.71,NLD,Europe & Central Asia,High income,1
2016,norway,4,7.5,1.58,1.13,0.8,0.6,0.38,0.36,2.66,NOR,Europe & Central Asia,High income,1
2016,nepal,107,4.79,0.45,0.7,0.5,0.37,0.38,0.07,2.33,NPL,South Asia,Low income,0
2016,new zealand,8,7.33,1.36,1.17,0.83,0.58,0.49,0.42,2.48,NZL,East Asia & Pacific,High income,1
2016,pakistan,92,5.13,0.69,0.26,0.4,0.15,0.31,0.14,3.18,PAK,South Asia,Lower middle income,0
2016,panama,25,6.7,1.18,0.99,0.71,0.49,0.24,0.08,3.01,PAN,Latin America & Caribbean,High income,0
2016,peru,64,5.74,1.0,0.81,0.63,0.38,0.15,0.05,2.73,PER,Latin America & Caribbean,Upper middle income,0
2016,philippines,82,5.28,0.81,0.88,0.47,0.55,0.22,0.12,2.23,PHL,East Asia & Pacific,Lower middle income,0
2016,poland,57,5.84,1.25,1.05,0.69,0.45,0.14,0.06,2.2,POL,Europe & Central Asia,High income,1
2016,puerto rico,15,7.04,1.36,1.08,0.78,0.47,0.22,0.12,3.01,PRI,Latin America & Caribbean,High income,0
2016,portugal,94,5.12,1.28,0.94,0.79,0.45,0.12,0.02,1.53,PRT,Europe & Central Asia,High income,1
2016,paraguay,70,5.54,0.89,1.11,0.58,0.46,0.25,0.07,2.16,PRY,Latin America & Caribbean,Upper middle income,0
2016,qatar,36,6.38,1.82,0.88,0.72,0.57,0.32,0.48,1.58,QAT,Middle East & North Africa,High income,0
2016,romania,71,5.53,1.17,0.73,0.68,0.37,0.13,0.01,2.45,ROU,Europe & Central Asia,Upper middle income,0
2016,russia,56,5.86,1.23,1.05,0.59,0.33,0.03,0.04,2.59,RUS,Europe & Central Asia,Upper middle income,0
2016,rwanda,152,3.52,0.33,0.62,0.32,0.54,0.24,0.51,0.97,RWA,Sub-Saharan Africa,Low income,0
2016,saudi arabia,34,6.38,1.49,0.85,0.59,0.38,0.15,0.3,2.61,SAU,Middle East & North Africa,High income,0
2016,sudan,133,4.14,0.63,0.82,0.3,0.0,0.18,0.1,2.11,SDN,Sub-Saharan Africa,Lower middle income,0
2016,senegal,128,4.22,0.44,0.77,0.4,0.31,0.19,0.12,1.98,SEN,Sub-Saharan Africa,Lower middle income,0
2016,singapore,22,6.74,1.65,0.87,0.95,0.49,0.33,0.47,1.99,SGP,East Asia & Pacific,High income,0
2016,sierra leone,111,4.64,0.36,0.63,0.0,0.31,0.24,0.08,3.01,SLE,Sub-Saharan Africa,Low income,0
2016,el salvador,46,6.07,0.87,0.81,0.6,0.37,0.09,0.11,3.22,SLV,Latin America & Caribbean,Lower middle income,0
2016,somalia,76,5.44,0.0,0.34,0.11,0.57,0.27,0.31,3.84,SOM,Sub-Saharan Africa,Low income,0
2016,serbia,86,5.18,1.03,0.81,0.65,0.16,0.21,0.04,2.28,SRB,Europe & Central Asia,Upper middle income,0
2016,south sudan,143,3.83,0.39,0.19,0.16,0.2,0.26,0.13,2.51,SSD,Sub-Saharan Africa,Low income,0
2016,suriname,40,6.27,1.1,0.78,0.51,0.52,0.17,0.13,3.07,SUR,Latin America & Caribbean,Upper middle income,0
2016,slovak republic,45,6.08,1.28,1.08,0.7,0.23,0.14,0.03,2.61,SVK,Europe & Central Asia,High income,1
2016,slovenia,63,5.77,1.3,1.06,0.79,0.53,0.26,0.04,1.8,SVN,Europe & Central Asia,High income,1
2016,sweden,10,7.29,1.45,1.09,0.83,0.58,0.38,0.41,2.55,SWE,Europe & Central Asia,High income,1
2016,syrian arab republic,156,3.07,0.75,0.15,0.63,0.07,0.48,0.17,0.82,SYR,Middle East & North Africa,Low income,0
2016,chad,144,3.76,0.42,0.63,0.04,0.13,0.19,0.05,2.31,TCD,Sub-Saharan Africa,Low income,0
2016,togo,155,3.3,0.28,0.0,0.25,0.35,0.18,0.12,2.14,TGO,Sub-Saharan Africa,Low income,0
2016,thailand,33,6.47,1.09,1.04,0.65,0.5,0.59,0.03,2.58,THA,East Asia & Pacific,Upper middle income,0
2016,tajikistan,100,5.0,0.49,0.76,0.53,0.43,0.26,0.14,2.39,TJK,Europe & Central Asia,Low income,0
2016,turkmenistan,65,5.66,1.08,1.04,0.44,0.37,0.23,0.28,2.21,TKM,Europe & Central Asia,Upper middle income,0
2016,trinidad and tobago,43,6.17,1.33,0.99,0.53,0.48,0.32,0.01,2.51,TTO,Latin America & Caribbean,High income,0
2016,tunisia,98,5.05,0.98,0.43,0.6,0.24,0.04,0.08,2.68,TUN,Middle East & North Africa,Lower middle income,0
2016,turkey,78,5.39,1.16,0.88,0.65,0.24,0.05,0.12,2.29,TUR,Europe & Central Asia,Upper middle income,1
2016,tanzania,149,3.67,0.47,0.78,0.36,0.32,0.31,0.05,1.38,TZA,Sub-Saharan Africa,Low income,0
2016,uganda,145,3.74,0.35,0.91,0.2,0.44,0.27,0.06,1.51,UGA,Sub-Saharan Africa,Low income,0
2016,ukraine,123,4.32,0.87,1.01,0.59,0.13,0.2,0.02,1.5,UKR,Europe & Central Asia,Lower middle income,0
2016,uruguay,29,6.55,1.18,1.03,0.72,0.54,0.18,0.21,2.67,URY,Latin America & Caribbean,High income,0
2016,united states,13,7.1,1.51,1.05,0.78,0.48,0.41,0.15,2.73,USA,North America,High income,1
2016,uzbekistan,49,5.99,0.74,1.17,0.5,0.61,0.34,0.28,2.35,UZB,Europe & Central Asia,Lower middle income,0
2016,venezuela,44,6.08,1.13,1.03,0.62,0.2,0.04,0.08,2.97,VEN,Latin America & Caribbean,Upper middle income,0
2016,vietnam,96,5.06,0.74,0.79,0.66,0.56,0.25,0.12,1.94,VNM,East Asia & Pacific,Lower middle income,0
2016,kosovo,77,5.4,0.9,0.66,0.54,0.14,0.28,0.07,2.81,XKX,Europe & Central Asia,Upper middle income,0
2016,yemen,147,3.72,0.58,0.47,0.31,0.23,0.1,0.06,1.97,YEM,Middle East & North Africa,Low income,0
2016,south africa,116,4.46,1.02,0.96,0.19,0.42,0.14,0.08,1.64,ZAF,Sub-Saharan Africa,Upper middle income,0
2016,zambia,106,4.8,0.61,0.64,0.24,0.43,0.18,0.11,2.59,ZMB,Sub-Saharan Africa,Lower middle income,0
2016,zimbabwe,131,4.19,0.35,0.71,0.16,0.25,0.19,0.09,2.44,ZWE,Sub-Saharan Africa,Lower middle income,0
2017,afghanistan,141,3.79,0.4,0.58,0.18,0.11,0.31,0.06,2.15,AFG,South Asia,Low income,0
2017,angola,140,3.8,0.86,1.1,0.05,0.0,0.1,0.07,1.61,AGO,Sub-Saharan Africa,Lower middle income,0
2017,albania,109,4.64,1.0,0.8,0.73,0.38,0.2,0.04,1.49,ALB,Europe & Central Asia,Upper middle income,0
2017,united arab emirates,21,6.65,1.63,1.27,0.73,0.61,0.36,0.32,1.73,ARE,Middle East & North Africa,High income,0
2017,argentina,24,6.6,1.19,1.44,0.7,0.49,0.11,0.06,2.61,ARG,Latin America & Caribbean,Upper middle income,0
2017,armenia,121,4.38,0.9,1.01,0.64,0.2,0.08,0.03,1.52,ARM,Europe & Central Asia,Upper middle income,0
2017,australia,10,7.28,1.48,1.51,0.84,0.6,0.48,0.3,2.07,AUS,East Asia & Pacific,High income,1
2017,austria,13,7.01,1.49,1.46,0.82,0.57,0.32,0.22,2.14,AUT,Europe & Central Asia,High income,1
2017,azerbaijan,85,5.23,1.15,1.15,0.54,0.4,0.05,0.18,1.76,AZE,Europe & Central Asia,Upper middle income,0
2017,burundi,154,2.9,0.09,0.63,0.15,0.06,0.2,0.08,1.68,BDI,Sub-Saharan Africa,Low income,0
2017,belgium,17,6.89,1.46,1.46,0.82,0.54,0.23,0.25,2.12,BEL,Europe & Central Asia,High income,1
2017,benin,143,3.66,0.43,0.44,0.21,0.43,0.21,0.06,1.89,BEN,Sub-Saharan Africa,Low income,0
2017,burkina faso,134,4.03,0.35,1.04,0.22,0.32,0.25,0.12,1.73,BFA,Sub-Saharan Africa,Low income,0
2017,bangladesh,110,4.61,0.59,0.74,0.53,0.48,0.17,0.12,1.98,BGD,South Asia,Lower middle income,0
2017,bulgaria,105,4.71,1.16,1.43,0.71,0.29,0.11,0.01,1.0,BGR,Europe & Central Asia,Upper middle income,0
2017,bahrain,41,6.09,1.49,1.32,0.65,0.54,0.17,0.26,1.66,BHR,Middle East & North Africa,High income,0
2017,bosnia and herzegovina,90,5.18,0.98,1.07,0.71,0.2,0.33,0.0,1.89,BIH,Europe & Central Asia,Upper middle income,0
2017,belarus,67,5.57,1.16,1.44,0.64,0.3,0.16,0.16,1.72,BLR,Europe & Central Asia,Upper middle income,0
2017,belize,50,5.96,0.91,1.08,0.45,0.55,0.24,0.1,2.63,BLZ,Latin America & Caribbean,Upper middle income,0
2017,bolivia,58,5.82,0.83,1.23,0.47,0.56,0.23,0.06,2.44,BOL,Latin America & Caribbean,Lower middle income,0
2017,brazil,22,6.64,1.11,1.43,0.62,0.44,0.16,0.11,2.77,BRA,Latin America & Caribbean,Upper middle income,0
2017,bhutan,97,5.01,0.89,1.34,0.5,0.5,0.47,0.17,1.14,BTN,South Asia,Lower middle income,0
2017,botswana,142,3.77,1.12,1.22,0.34,0.51,0.1,0.1,0.38,BWA,Sub-Saharan Africa,Upper middle income,0
2017,central african republic,155,2.69,0.0,0.0,0.02,0.27,0.28,0.06,2.07,CAF,Sub-Saharan Africa,Low income,0
2017,canada,7,7.32,1.48,1.48,0.83,0.61,0.44,0.29,2.19,CAN,North America,High income,1
2017,switzerland,4,7.49,1.56,1.52,0.86,0.62,0.29,0.37,2.28,CHE,Europe & Central Asia,High income,1
2017,chile,20,6.65,1.25,1.28,0.82,0.38,0.33,0.08,2.51,CHL,Latin America & Caribbean,High income,1
2017,china,79,5.27,1.08,1.16,0.74,0.47,0.03,0.02,1.76,CHN,East Asia & Pacific,Upper middle income,0
2017,c么te d'ivoire,128,4.18,0.6,0.9,0.05,0.45,0.2,0.13,1.84,CIV,Sub-Saharan Africa,Lower middle income,0
2017,cameroon,107,4.7,0.56,0.95,0.13,0.43,0.24,0.05,2.33,CMR,Sub-Saharan Africa,Lower middle income,0
2017,dem. rep. congo,126,4.28,0.09,1.23,0.19,0.24,0.25,0.06,2.22,COD,Sub-Saharan Africa,Low income,0
2017,congo,124,4.29,0.81,0.83,0.29,0.44,0.12,0.08,1.72,COG,Sub-Saharan Africa,Lower middle income,0
2017,colombia,36,6.36,1.07,1.4,0.6,0.48,0.15,0.05,2.62,COL,Latin America & Caribbean,Upper middle income,0
2017,costa rica,12,7.08,1.11,1.42,0.76,0.58,0.21,0.1,2.9,CRI,Latin America & Caribbean,Upper middle income,0
2017,cyprus,65,5.62,1.36,1.13,0.84,0.36,0.27,0.04,1.62,CYP,Europe & Central Asia,High income,0
2017,czech republic,23,6.61,1.35,1.43,0.75,0.49,0.09,0.04,2.45,CZE,Europe & Central Asia,High income,1
2017,germany,16,6.95,1.49,1.47,0.8,0.56,0.34,0.28,2.02,DEU,Europe & Central Asia,High income,1
2017,denmark,2,7.52,1.48,1.55,0.79,0.63,0.36,0.4,2.31,DNK,Europe & Central Asia,High income,1
2017,dominican republic,86,5.23,1.08,1.4,0.57,0.55,0.19,0.11,1.32,DOM,Latin America & Caribbean,Upper middle income,0
2017,algeria,53,5.87,1.09,1.15,0.62,0.23,0.07,0.15,2.57,DZA,Middle East & North Africa,Upper middle income,0
2017,ecuador,44,6.01,1.0,1.29,0.69,0.46,0.15,0.14,2.29,ECU,Latin America & Caribbean,Upper middle income,0
2017,egypt,104,4.74,0.99,1.0,0.52,0.28,0.13,0.11,1.7,EGY,Middle East & North Africa,Lower middle income,0
2017,spain,34,6.4,1.38,1.53,0.89,0.41,0.19,0.07,1.93,ESP,Europe & Central Asia,High income,1
2017,estonia,66,5.61,1.32,1.48,0.7,0.48,0.1,0.18,1.36,EST,Europe & Central Asia,High income,1
2017,ethiopia,119,4.46,0.34,0.86,0.35,0.41,0.31,0.17,2.02,ETH,Sub-Saharan Africa,Low income,0
2017,finland,5,7.47,1.44,1.54,0.81,0.62,0.25,0.38,2.43,FIN,Europe & Central Asia,High income,1
2017,france,31,6.44,1.43,1.39,0.84,0.47,0.13,0.17,2.01,FRA,Europe & Central Asia,High income,1
2017,gabon,118,4.47,1.2,1.16,0.36,0.31,0.04,0.08,1.32,GAB,Sub-Saharan Africa,Upper middle income,0
2017,united kingdom,19,6.71,1.44,1.5,0.81,0.51,0.49,0.27,1.7,GBR,Europe & Central Asia,High income,1
2017,georgia,125,4.29,0.95,0.57,0.65,0.31,0.05,0.25,1.5,GEO,Europe & Central Asia,Upper middle income,0
2017,ghana,131,4.12,0.67,0.87,0.3,0.42,0.26,0.03,1.58,GHA,Sub-Saharan Africa,Lower middle income,0
2017,guinea,149,3.51,0.24,0.79,0.19,0.35,0.26,0.11,1.55,GIN,Sub-Saharan Africa,Low income,0
2017,greece,87,5.23,1.29,1.24,0.81,0.1,0.0,0.04,1.75,GRC,Europe & Central Asia,High income,1
2017,guatemala,29,6.45,0.87,1.26,0.54,0.53,0.28,0.08,2.89,GTM,Latin America & Caribbean,Upper middle income,0
2017,"hong kong sar, china",71,5.47,1.55,1.26,0.94,0.49,0.37,0.29,0.55,HKG,East Asia & Pacific,High income,0
2017,honduras,91,5.18,0.73,1.14,0.58,0.35,0.24,0.07,2.07,HND,Latin America & Caribbean,Lower middle income,0
2017,croatia,77,5.29,1.22,0.97,0.7,0.26,0.25,0.04,1.85,HRV,Europe & Central Asia,High income,0
2017,haiti,145,3.6,0.37,0.64,0.28,0.03,0.49,0.1,1.7,HTI,Latin America & Caribbean,Low income,0
2017,hungary,75,5.32,1.29,1.34,0.69,0.18,0.08,0.04,1.72,HUN,Europe & Central Asia,High income,1
2017,indonesia,81,5.26,1.0,1.27,0.49,0.44,0.61,0.02,1.43,IDN,East Asia & Pacific,Lower middle income,0
2017,india,122,4.32,0.79,0.75,0.46,0.47,0.23,0.09,1.52,IND,South Asia,Lower middle income,0
2017,ireland,15,6.98,1.54,1.56,0.81,0.57,0.43,0.3,1.77,IRL,Europe & Central Asia,High income,1
2017,iran,108,4.69,1.16,0.71,0.64,0.25,0.39,0.05,1.5,IRN,Middle East & North Africa,Upper middle income,0
2017,iraq,117,4.5,1.1,0.98,0.5,0.29,0.2,0.11,1.32,IRQ,Middle East & North Africa,Upper middle income,0
2017,iceland,3,7.5,1.48,1.61,0.83,0.63,0.48,0.15,2.32,ISL,Europe & Central Asia,High income,0
2017,israel,11,7.21,1.38,1.38,0.84,0.41,0.33,0.09,2.8,ISR,Middle East & North Africa,High income,1
2017,italy,48,5.96,1.4,1.44,0.85,0.26,0.17,0.03,1.81,ITA,Europe & Central Asia,High income,1
2017,jamaica,76,5.31,0.93,1.37,0.64,0.47,0.23,0.06,1.61,JAM,Latin America & Caribbean,Upper middle income,0
2017,jordan,74,5.34,0.99,1.24,0.6,0.42,0.17,0.12,1.79,JOR,Middle East & North Africa,Upper middle income,0
2017,japan,51,5.92,1.42,1.44,0.91,0.51,0.12,0.16,1.36,JPN,East Asia & Pacific,High income,1
2017,kazakhstan,60,5.82,1.28,1.38,0.61,0.44,0.2,0.12,1.78,KAZ,Europe & Central Asia,Upper middle income,0
2017,kenya,112,4.55,0.56,1.07,0.31,0.45,0.44,0.06,1.65,KEN,Sub-Saharan Africa,Lower middle income,0
